"weekly","segment","name","exchange","expiry","instrument_type","asset_symbol","underlying_symbol","instrument_key","lot_size","freeze_quantity","exchange_token","minimum_lot","asset_key","underlying_key","tick_size","asset_type","underlying_type","trading_symbol","strike_price","qty_multiplier"
false,"NSE_FO","NIFTY","NSE",1767119399000,"CE","NIFTY","NIFTY","NSE_FO|50971",75,1800.0,"50971",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 27000 CE 30 DEC 25",27000.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"PE","NIFTY","NIFTY","NSE_FO|50972",75,1800.0,"50972",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 27000 PE 30 DEC 25",27000.0,1.0
false,"NSE_FO","NIFTY","NSE",1782844199000,"CE","NIFTY","NIFTY","NSE_FO|50973",75,1800.0,"50973",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 27000 CE 30 JUN 26",27000.0,1.0
false,"NSE_FO","NIFTY","NSE",1782844199000,"PE","NIFTY","NIFTY","NSE_FO|50976",75,1800.0,"50976",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 27000 PE 30 JUN 26",27000.0,1.0
false,"NSE_FO","NIFTY","NSE",1798568999000,"CE","NIFTY","NIFTY","NSE_FO|50978",75,1800.0,"50978",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 27000 CE 29 DEC 26",27000.0,1.0
false,"NSE_FO","NIFTY","NSE",1798568999000,"PE","NIFTY","NIFTY","NSE_FO|50979",75,1800.0,"50979",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 27000 PE 29 DEC 26",27000.0,1.0
false,"NSE_FO","NIFTY","NSE",1814293799000,"CE","NIFTY","NIFTY","NSE_FO|50981",75,1800.0,"50981",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 27000 CE 29 JUN 27",27000.0,1.0
false,"NSE_FO","NIFTY","NSE",1814293799000,"PE","NIFTY","NIFTY","NSE_FO|50984",75,1800.0,"50984",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 27000 PE 29 JUN 27",27000.0,1.0
false,"NSE_FO","NIFTY","NSE",1761676199000,"PE","NIFTY","NIFTY","NSE_FO|59114",75,1800.0,"59114",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 27050 PE 28 OCT 25",27050.0,1.0
false,"NSE_FO","NIFTY","NSE",1761676199000,"CE","NIFTY","NIFTY","NSE_FO|59115",75,1800.0,"59115",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 27100 CE 28 OCT 25",27100.0,1.0
false,"NSE_FO","NIFTY","NSE",1761676199000,"PE","NIFTY","NIFTY","NSE_FO|59116",75,1800.0,"59116",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 27100 PE 28 OCT 25",27100.0,1.0
false,"NSE_FO","NIFTY","NSE",1761676199000,"CE","NIFTY","NIFTY","NSE_FO|59117",75,1800.0,"59117",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 27150 CE 28 OCT 25",27150.0,1.0
false,"NSE_FO","NIFTY","NSE",1761676199000,"PE","NIFTY","NIFTY","NSE_FO|59110",75,1800.0,"59110",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 26950 PE 28 OCT 25",26950.0,1.0
false,"NSE_FO","NIFTY","NSE",1761676199000,"CE","NIFTY","NIFTY","NSE_FO|59111",75,1800.0,"59111",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 27000 CE 28 OCT 25",27000.0,1.0
false,"NSE_FO","NIFTY","NSE",1761676199000,"PE","NIFTY","NIFTY","NSE_FO|59112",75,1800.0,"59112",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 27000 PE 28 OCT 25",27000.0,1.0
false,"NSE_FO","NIFTY","NSE",1761676199000,"CE","NIFTY","NIFTY","NSE_FO|59113",75,1800.0,"59113",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 27050 CE 28 OCT 25",27050.0,1.0
false,"NSE_FO","NIFTY","NSE",1761676199000,"CE","NIFTY","NIFTY","NSE_FO|59107",75,1800.0,"59107",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 26900 CE 28 OCT 25",26900.0,1.0
false,"NSE_FO","NIFTY","NSE",1761676199000,"PE","NIFTY","NIFTY","NSE_FO|59108",75,1800.0,"59108",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 26900 PE 28 OCT 25",26900.0,1.0
false,"NSE_FO","NIFTY","NSE",1761676199000,"CE","NIFTY","NIFTY","NSE_FO|59109",75,1800.0,"59109",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 26950 CE 28 OCT 25",26950.0,1.0
false,"NSE_FO","NIFTY","NSE",1761676199000,"CE","NIFTY","NIFTY","NSE_FO|59103",75,1800.0,"59103",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 26800 CE 28 OCT 25",26800.0,1.0
false,"NSE_FO","NIFTY","NSE",1761676199000,"PE","NIFTY","NIFTY","NSE_FO|59104",75,1800.0,"59104",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 26800 PE 28 OCT 25",26800.0,1.0
false,"NSE_FO","NIFTY","NSE",1761676199000,"CE","NIFTY","NIFTY","NSE_FO|59105",75,1800.0,"59105",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 26850 CE 28 OCT 25",26850.0,1.0
false,"NSE_FO","NIFTY","NSE",1761676199000,"PE","NIFTY","NIFTY","NSE_FO|59106",75,1800.0,"59106",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 26850 PE 28 OCT 25",26850.0,1.0
false,"NSE_FO","NIFTY","NSE",1761676199000,"PE","NIFTY","NIFTY","NSE_FO|59100",75,1800.0,"59100",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 26700 PE 28 OCT 25",26700.0,1.0
false,"NSE_FO","NIFTY","NSE",1761676199000,"CE","NIFTY","NIFTY","NSE_FO|59101",75,1800.0,"59101",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 26750 CE 28 OCT 25",26750.0,1.0
false,"NSE_FO","NIFTY","NSE",1761676199000,"PE","NIFTY","NIFTY","NSE_FO|59102",75,1800.0,"59102",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 26750 PE 28 OCT 25",26750.0,1.0
false,"NSE_FO","NIFTY","NSE",1761676199000,"PE","NIFTY","NIFTY","NSE_FO|59118",75,1800.0,"59118",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 27150 PE 28 OCT 25",27150.0,1.0
false,"NSE_FO","NIFTY","NSE",1761676199000,"CE","NIFTY","NIFTY","NSE_FO|59037",75,1800.0,"59037",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 26250 CE 28 OCT 25",26250.0,1.0
false,"NSE_FO","NIFTY","NSE",1761676199000,"PE","NIFTY","NIFTY","NSE_FO|59038",75,1800.0,"59038",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 26250 PE 28 OCT 25",26250.0,1.0
false,"NSE_FO","NIFTY","NSE",1761676199000,"CE","NIFTY","NIFTY","NSE_FO|59039",75,1800.0,"59039",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 26300 CE 28 OCT 25",26300.0,1.0
false,"NSE_FO","NIFTY","NSE",1761676199000,"CE","NIFTY","NIFTY","NSE_FO|59033",75,1800.0,"59033",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 26200 CE 28 OCT 25",26200.0,1.0
false,"NSE_FO","NIFTY","NSE",1761676199000,"PE","NIFTY","NIFTY","NSE_FO|59034",75,1800.0,"59034",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 26200 PE 28 OCT 25",26200.0,1.0
false,"NSE_FO","NIFTY","NSE",1761676199000,"CE","NIFTY","NIFTY","NSE_FO|59026",75,1800.0,"59026",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 26150 CE 28 OCT 25",26150.0,1.0
false,"NSE_FO","NIFTY","NSE",1761676199000,"PE","NIFTY","NIFTY","NSE_FO|59027",75,1800.0,"59027",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 26150 PE 28 OCT 25",26150.0,1.0
false,"NSE_FO","NIFTY","NSE",1761676199000,"CE","NIFTY","NIFTY","NSE_FO|59022",75,1800.0,"59022",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 26100 CE 28 OCT 25",26100.0,1.0
false,"NSE_FO","NIFTY","NSE",1761676199000,"PE","NIFTY","NIFTY","NSE_FO|59023",75,1800.0,"59023",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 26100 PE 28 OCT 25",26100.0,1.0
false,"NSE_FO","NIFTY","NSE",1761676199000,"CE","NIFTY","NIFTY","NSE_FO|59054",75,1800.0,"59054",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 26500 CE 28 OCT 25",26500.0,1.0
false,"NSE_FO","NIFTY","NSE",1761676199000,"PE","NIFTY","NIFTY","NSE_FO|59059",75,1800.0,"59059",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 26550 PE 28 OCT 25",26550.0,1.0
false,"NSE_FO","NIFTY","NSE",1761676199000,"PE","NIFTY","NIFTY","NSE_FO|59055",75,1800.0,"59055",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 26500 PE 28 OCT 25",26500.0,1.0
false,"NSE_FO","NIFTY","NSE",1761676199000,"CE","NIFTY","NIFTY","NSE_FO|59058",75,1800.0,"59058",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 26550 CE 28 OCT 25",26550.0,1.0
false,"NSE_FO","NIFTY","NSE",1761676199000,"PE","NIFTY","NIFTY","NSE_FO|59040",75,1800.0,"59040",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 26300 PE 28 OCT 25",26300.0,1.0
false,"NSE_FO","NIFTY","NSE",1761676199000,"CE","NIFTY","NIFTY","NSE_FO|59041",75,1800.0,"59041",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 26350 CE 28 OCT 25",26350.0,1.0
false,"NSE_FO","NIFTY","NSE",1761676199000,"PE","NIFTY","NIFTY","NSE_FO|59042",75,1800.0,"59042",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 26350 PE 28 OCT 25",26350.0,1.0
false,"NSE_FO","NIFTY","NSE",1761676199000,"CE","NIFTY","NIFTY","NSE_FO|59044",75,1800.0,"59044",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 26400 CE 28 OCT 25",26400.0,1.0
false,"NSE_FO","NIFTY","NSE",1761676199000,"PE","NIFTY","NIFTY","NSE_FO|59045",75,1800.0,"59045",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 26400 PE 28 OCT 25",26400.0,1.0
false,"NSE_FO","NIFTY","NSE",1761676199000,"CE","NIFTY","NIFTY","NSE_FO|59046",75,1800.0,"59046",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 26450 CE 28 OCT 25",26450.0,1.0
false,"NSE_FO","NIFTY","NSE",1761676199000,"PE","NIFTY","NIFTY","NSE_FO|59047",75,1800.0,"59047",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 26450 PE 28 OCT 25",26450.0,1.0
false,"NSE_FO","NIFTY","NSE",1761676199000,"CE","NIFTY","NIFTY","NSE_FO|59010",75,1800.0,"59010",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 26050 CE 28 OCT 25",26050.0,1.0
false,"NSE_FO","NIFTY","NSE",1761676199000,"PE","NIFTY","NIFTY","NSE_FO|59011",75,1800.0,"59011",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 26050 PE 28 OCT 25",26050.0,1.0
false,"NSE_FO","NIFTY","NSE",1761676199000,"CE","NIFTY","NIFTY","NSE_FO|59004",75,1800.0,"59004",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 26000 CE 28 OCT 25",26000.0,1.0
false,"NSE_FO","NIFTY","NSE",1761676199000,"PE","NIFTY","NIFTY","NSE_FO|59005",75,1800.0,"59005",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 26000 PE 28 OCT 25",26000.0,1.0
false,"NSE_FO","NIFTY","NSE",1761676199000,"PE","NIFTY","NIFTY","NSE_FO|59003",75,1800.0,"59003",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 25950 PE 28 OCT 25",25950.0,1.0
false,"NSE_FO","NIFTY","NSE",1761676199000,"CE","NIFTY","NIFTY","NSE_FO|59092",75,1800.0,"59092",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 26650 CE 28 OCT 25",26650.0,1.0
false,"NSE_FO","NIFTY","NSE",1761676199000,"PE","NIFTY","NIFTY","NSE_FO|59093",75,1800.0,"59093",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 26650 PE 28 OCT 25",26650.0,1.0
false,"NSE_FO","NIFTY","NSE",1761676199000,"CE","NIFTY","NIFTY","NSE_FO|59099",75,1800.0,"59099",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 26700 CE 28 OCT 25",26700.0,1.0
false,"NSE_FO","NIFTY","NSE",1761676199000,"CE","NIFTY","NIFTY","NSE_FO|59088",75,1800.0,"59088",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 26600 CE 28 OCT 25",26600.0,1.0
false,"NSE_FO","NIFTY","NSE",1761676199000,"PE","NIFTY","NIFTY","NSE_FO|59089",75,1800.0,"59089",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 26600 PE 28 OCT 25",26600.0,1.0
true,"NSE_FO","NIFTY","NSE",1760984999000,"CE","NIFTY","NIFTY","NSE_FO|45148",75,1800.0,"45148",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 23150 CE 20 OCT 25",23150.0,1.0
true,"NSE_FO","NIFTY","NSE",1760984999000,"CE","NIFTY","NIFTY","NSE_FO|45156",75,1800.0,"45156",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 23200 CE 20 OCT 25",23200.0,1.0
true,"NSE_FO","NIFTY","NSE",1760984999000,"PE","NIFTY","NIFTY","NSE_FO|45157",75,1800.0,"45157",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 23200 PE 20 OCT 25",23200.0,1.0
true,"NSE_FO","NIFTY","NSE",1760984999000,"PE","NIFTY","NIFTY","NSE_FO|45153",75,1800.0,"45153",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 23150 PE 20 OCT 25",23150.0,1.0
true,"NSE_FO","NIFTY","NSE",1760984999000,"CE","NIFTY","NIFTY","NSE_FO|45144",75,1800.0,"45144",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 23050 CE 20 OCT 25",23050.0,1.0
true,"NSE_FO","NIFTY","NSE",1760984999000,"PE","NIFTY","NIFTY","NSE_FO|45145",75,1800.0,"45145",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 23050 PE 20 OCT 25",23050.0,1.0
true,"NSE_FO","NIFTY","NSE",1760984999000,"CE","NIFTY","NIFTY","NSE_FO|45146",75,1800.0,"45146",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 23100 CE 20 OCT 25",23100.0,1.0
true,"NSE_FO","NIFTY","NSE",1760984999000,"PE","NIFTY","NIFTY","NSE_FO|45147",75,1800.0,"45147",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 23100 PE 20 OCT 25",23100.0,1.0
true,"NSE_FO","NIFTY","NSE",1760984999000,"CE","NIFTY","NIFTY","NSE_FO|45140",75,1800.0,"45140",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 22950 CE 20 OCT 25",22950.0,1.0
true,"NSE_FO","NIFTY","NSE",1760984999000,"PE","NIFTY","NIFTY","NSE_FO|45141",75,1800.0,"45141",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 22950 PE 20 OCT 25",22950.0,1.0
true,"NSE_FO","NIFTY","NSE",1760984999000,"CE","NIFTY","NIFTY","NSE_FO|45142",75,1800.0,"45142",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 23000 CE 20 OCT 25",23000.0,1.0
true,"NSE_FO","NIFTY","NSE",1760984999000,"PE","NIFTY","NIFTY","NSE_FO|45143",75,1800.0,"45143",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 23000 PE 20 OCT 25",23000.0,1.0
true,"NSE_FO","NIFTY","NSE",1760984999000,"CE","NIFTY","NIFTY","NSE_FO|45172",75,1800.0,"45172",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 23400 CE 20 OCT 25",23400.0,1.0
true,"NSE_FO","NIFTY","NSE",1760984999000,"PE","NIFTY","NIFTY","NSE_FO|45177",75,1800.0,"45177",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 23500 PE 20 OCT 25",23500.0,1.0
true,"NSE_FO","NIFTY","NSE",1760984999000,"CE","NIFTY","NIFTY","NSE_FO|45178",75,1800.0,"45178",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 23550 CE 20 OCT 25",23550.0,1.0
true,"NSE_FO","NIFTY","NSE",1760984999000,"PE","NIFTY","NIFTY","NSE_FO|45179",75,1800.0,"45179",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 23550 PE 20 OCT 25",23550.0,1.0
true,"NSE_FO","NIFTY","NSE",1760984999000,"PE","NIFTY","NIFTY","NSE_FO|45173",75,1800.0,"45173",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 23400 PE 20 OCT 25",23400.0,1.0
true,"NSE_FO","NIFTY","NSE",1760984999000,"CE","NIFTY","NIFTY","NSE_FO|45174",75,1800.0,"45174",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 23450 CE 20 OCT 25",23450.0,1.0
true,"NSE_FO","NIFTY","NSE",1760984999000,"PE","NIFTY","NIFTY","NSE_FO|45175",75,1800.0,"45175",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 23450 PE 20 OCT 25",23450.0,1.0
true,"NSE_FO","NIFTY","NSE",1760984999000,"CE","NIFTY","NIFTY","NSE_FO|45176",75,1800.0,"45176",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 23500 CE 20 OCT 25",23500.0,1.0
true,"NSE_FO","NIFTY","NSE",1760984999000,"CE","NIFTY","NIFTY","NSE_FO|45166",75,1800.0,"45166",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 23350 CE 20 OCT 25",23350.0,1.0
true,"NSE_FO","NIFTY","NSE",1760984999000,"PE","NIFTY","NIFTY","NSE_FO|45167",75,1800.0,"45167",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 23350 PE 20 OCT 25",23350.0,1.0
true,"NSE_FO","NIFTY","NSE",1760984999000,"CE","NIFTY","NIFTY","NSE_FO|45162",75,1800.0,"45162",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 23250 CE 20 OCT 25",23250.0,1.0
true,"NSE_FO","NIFTY","NSE",1760984999000,"PE","NIFTY","NIFTY","NSE_FO|45163",75,1800.0,"45163",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 23250 PE 20 OCT 25",23250.0,1.0
true,"NSE_FO","NIFTY","NSE",1760984999000,"CE","NIFTY","NIFTY","NSE_FO|45164",75,1800.0,"45164",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 23300 CE 20 OCT 25",23300.0,1.0
true,"NSE_FO","NIFTY","NSE",1760984999000,"PE","NIFTY","NIFTY","NSE_FO|45165",75,1800.0,"45165",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 23300 PE 20 OCT 25",23300.0,1.0
true,"NSE_FO","NIFTY","NSE",1760984999000,"PE","NIFTY","NIFTY","NSE_FO|45133",75,1800.0,"45133",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 22850 PE 20 OCT 25",22850.0,1.0
true,"NSE_FO","NIFTY","NSE",1760984999000,"CE","NIFTY","NIFTY","NSE_FO|45134",75,1800.0,"45134",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 22900 CE 20 OCT 25",22900.0,1.0
true,"NSE_FO","NIFTY","NSE",1760984999000,"PE","NIFTY","NIFTY","NSE_FO|45135",75,1800.0,"45135",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 22900 PE 20 OCT 25",22900.0,1.0
true,"NSE_FO","NIFTY","NSE",1760984999000,"CE","NIFTY","NIFTY","NSE_FO|45132",75,1800.0,"45132",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 22850 CE 20 OCT 25",22850.0,1.0
true,"NSE_FO","NIFTY","NSE",1760984999000,"CE","NIFTY","NIFTY","NSE_FO|45192",75,1800.0,"45192",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 23800 CE 20 OCT 25",23800.0,1.0
true,"NSE_FO","NIFTY","NSE",1760984999000,"PE","NIFTY","NIFTY","NSE_FO|45193",75,1800.0,"45193",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 23800 PE 20 OCT 25",23800.0,1.0
true,"NSE_FO","NIFTY","NSE",1760984999000,"CE","NIFTY","NIFTY","NSE_FO|45194",75,1800.0,"45194",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 23850 CE 20 OCT 25",23850.0,1.0
true,"NSE_FO","NIFTY","NSE",1760984999000,"PE","NIFTY","NIFTY","NSE_FO|45190",75,1800.0,"45190",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 23750 PE 20 OCT 25",23750.0,1.0
true,"NSE_FO","NIFTY","NSE",1760984999000,"PE","NIFTY","NIFTY","NSE_FO|45199",75,1800.0,"45199",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 23900 PE 20 OCT 25",23900.0,1.0
true,"NSE_FO","NIFTY","NSE",1760984999000,"PE","NIFTY","NIFTY","NSE_FO|45195",75,1800.0,"45195",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 23850 PE 20 OCT 25",23850.0,1.0
true,"NSE_FO","NIFTY","NSE",1760984999000,"CE","NIFTY","NIFTY","NSE_FO|45198",75,1800.0,"45198",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 23900 CE 20 OCT 25",23900.0,1.0
true,"NSE_FO","NIFTY","NSE",1760984999000,"CE","NIFTY","NIFTY","NSE_FO|45180",75,1800.0,"45180",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 23600 CE 20 OCT 25",23600.0,1.0
true,"NSE_FO","NIFTY","NSE",1760984999000,"PE","NIFTY","NIFTY","NSE_FO|45181",75,1800.0,"45181",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 23600 PE 20 OCT 25",23600.0,1.0
true,"NSE_FO","NIFTY","NSE",1760984999000,"CE","NIFTY","NIFTY","NSE_FO|45182",75,1800.0,"45182",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 23650 CE 20 OCT 25",23650.0,1.0
